汉字	max综合类型	max综合正字	min综合类型	min综合正字
绸	1	綢	1	綢
绹	1	綯	3	
绺	1	綹	1	綹
绻	1	綣	3	
综	1	綜	3	
绽	1	綻	1	綻
绾	1	綰	1	綰
绿	1	綠	1	綠
缀	1	綴	1	綴
缁	1	緇	1	緇
缂	1	緙	1	緙
缃	1	緗	1	緗
缄	1	緘	1	緘
缅	1	緬	1	緬
缆	1	纜	1	纜
缇	1	緹	1	緹
缈	1	緲	1	緲
缉	1	緝	1	緝
缊	1	縕	1	縕
缋	1	繢	3	
缌	1	緦	1	緦
缍	1	綞	3	
缎	1	緞	1	緞
缏	1	緶	3	
缐	1	線	3	
缑	1	緱	1	緱
缒	1	縋	1	縋
缓	1	緩	1	緩
缔	1	締	1	締
缕	1	縷	1	縷
编	1	編	1	編
缗	1	緡	1	緡
缘	1	緣	1	緣
缙	1	縉	1	縉
缚	1	縛	3	
缛	1	縟	1	縟
缜	1	縝	1	縝
缝	1	縫	1	縫
缞	1	縗	1	縗
缟	1	縞	1	縞
缠	1	纏	1	纏
缡	1	縭	1	縭
缢	1	縊	1	縊
缣	1	縑	3	
缤	1	繽	1	繽
缥	1	縹	3	
缦	1	縵	1	縵
缧	1	縲	1	縲
缨	1	纓	1	纓
缩	1	縮	1	縮
缪	1	繆	1	繆
缫	1	繅	1	繅
缬	1	纈	1	纈
缭	1	繚	1	繚
缮	1	繕	1	繕
缯	1	繒	1	繒
缰	1	韁	1	韁
缱	1	繾	1	繾
缲	1	繰	3	
缳	1	繯	1	繯
缴	1	繳	1	繳
缵	1	纘	1	纘
缶	2	缶&罐	0	缶
缷	1	卸	1	卸
缸	0	缸	0	缸
缹	2	炮&缹	0	缹
缺	0	缺	0	缺
缻	2	缻&缶	1	缶
缼	1	欠	3	
缽	0	缽	0	缽
缾	0	缾	0	缾
缿	0	缿	0	缿
罁	1	缸	1	缸
罂	1	罌	1	罌
罃	2	罃&罌	0	罃
罄	0	罄	0	罄
罅	0	罅	0	罅
罆	2	罐&罆	1	罐
罇	2	罇&樽	1	樽
罈	0	罈	0	罈
罊	0	罊	0	罊
罋	2	甕&瓮&罋	1	甕
罌	0	罌	0	罌
罍	0	罍	0	罍
罎	1	罈	1	罈
罏	0	罏	0	罏
罐	0	罐	0	罐
网	2	網&网	1	網
罓	1	岡	3	
罔	2	網&罔&网	0	罔
罕	0	罕	0	罕
罗	1	羅	1	羅
罘	2	罘&罦	2	罘&罦
罙	3	冞&𥥍	1	冞
罚	1	罰	1	罰
罛	0	罛	0	罛
罜	0	罜	0	罜
罝	0	罝	0	罝
罞	0	罞	0	罞
罟	0	罟	0	罟
罠	2	緡&罠	0	罠
罡	2	岡&罡	0	罡
罢	1	罷	1	罷
罣	0	罣	0	罣
罤	2	晜&罤	2	晜&罤
罥	0	罥	0	罥
罦	0	罦	0	罦
罧	0	罧	0	罧
罨	0	罨	0	罨
罩	0	罩	0	罩
罪	0	罪	0	罪
罫	0	罫	0	罫
罬	0	罬	0	罬
罭	0	罭	0	罭
置	0	置	0	置
罯	0	罯	0	罯
罰	0	罰	0	罰
罱	0	罱	0	罱
署	0	署	0	署
罳	0	罳	0	罳
罴	1	羆	1	羆
罵	0	罵	0	罵
罶	0	罶	0	罶
罷	0	罷	0	罷
罸	1	罰	1	罰
罹	0	罹	0	罹
罺	0	罺	0	罺
罻	0	罻	0	罻
罼	0	罼	0	罼
罽	0	罽	0	罽
罾	0	罾	0	罾
罿	0	罿	0	罿
羀	1	罶	1	罶
羁	1	羈	1	羈
羂	2	羂&罥	1	罥
羃	2	冪&羃	2	冪&羃
羄	1	䍜	1	䍜
羅	0	羅	0	羅
羆	0	羆	0	羆
羇	2	羈&羇	1	羈
羈	0	羈	0	羈
羉	0	羉	0	羉
羊	0	羊	0	羊
羋	0	羋	0	羋
羌	0	羌	0	羌
羍	2	幸&羍	0	羍
美	0	美	0	美
羏	2	祥&羏	2	祥&羏
羐	1	羑	1	羑
羑	0	羑	0	羑
羒	0	羒	0	羒
羓	0	羓	0	羓
羔	0	羔	0	羔
羕	0	羕	0	羕
羖	0	羖	0	羖
羗	3	羌&羑	3	羌&羑
羘	0	羘	0	羘
羙	3	美&羔	3	美&羔
羚	0	羚	0	羚
羛	2	義&羛	2	義&羛
羜	0	羜	0	羜
羝	0	羝	0	羝
羞	0	羞	0	羞
羟	1	羥	1	羥
羠	0	羠	0	羠
羡	2	羨&羡	1	羨
羢	0	羢	0	羢
羣	1	群	1	群
群	0	群	0	群
羥	0	羥	0	羥
羦	2	羦&萈	0	羦
羧	0	羧	0	羧
羨	0	羨	0	羨
義	0	義	0	義
羪	1	養	3	
羫	2	腔&羫	2	腔&羫
羬	0	羬	0	羬
羭	0	羭	0	羭
羮	1	羹	1	羹
羯	0	羯	0	羯
羰	0	羰	0	羰
羱	0	羱	0	羱
羲	0	羲	0	羲
羳	0	羳	0	羳
羴	2	羴&羶	1	羶
羵	0	羵	0	羵
羶	0	羶	0	羶
羷	0	羷	0	羷
羸	0	羸	0	羸
羹	0	羹	0	羹
羺	0	羺	0	羺
羻	0	羻	0	羻
羼	0	羼	0	羼
羽	0	羽	0	羽
羾	0	羾	0	羾
羿	0	羿	0	羿
翀	0	翀	0	翀
翁	2	翁&𩔚	0	翁
翂	0	翂	0	翂
翃	0	翃	0	翃
翄	1	翅	1	翅
翅	0	翅	0	翅
翆	1	翠	1	翠
翇	0	翇	0	翇
翈	0	翈	0	翈
翉	0	翉	0	翉
翊	0	翊	0	翊
翋	2	翌&翋	2	翌&翋
翌	0	翌	0	翌
翍	2	披&翍	0	翍
翎	0	翎	0	翎
翏	0	翏	0	翏
翐	0	翐	0	翐
翑	2	翑&翵	0	翑
習	0	習	0	習
翓	0	翓	0	翓
翔	0	翔	0	翔
翕	0	翕	0	翕
翖	1	翕	1	翕
翗	0	翗	0	翗
翘	1	翹	1	翹
翙	1	翽	3	
翚	1	翬	1	翬
翛	2	倏&翛	0	翛
翜	0	翜	0	翜
翝	1	翃	1	翃
翞	0	翞	0	翞
翟	0	翟	0	翟
翠	0	翠	0	翠
翡	0	翡	0	翡
翢	2	纛&翢	2	纛&翢
翣	0	翣	0	翣
翤	1	翅	1	翅
翥	0	翥	0	翥
翦	2	剪&箭&翦	0	翦
翧	0	翧	0	翧
翨	2	翅&翨	0	翨
翩	0	翩	0	翩
翪	0	翪	0	翪
翫	0	翫	0	翫
翬	0	翬	0	翬
翭	0	翭	0	翭
翮	0	翮	0	翮
翯	0	翯	0	翯
翰	0	翰	0	翰
翱	0	翱	0	翱
翲	0	翲	0	翲
翳	0	翳	0	翳
翴	0	翴	0	翴
翵	2	翭&翵	0	翵
翶	1	翱	1	翱
翷	0	翷	0	翷
翸	0	翸	0	翸
翹	0	翹	0	翹
翺	1	翱	1	翱
翻	0	翻	0	翻
翼	0	翼	0	翼
翽	0	翽	0	翽
翾	0	翾	0	翾
翿	0	翿	0	翿
耀	0	耀	0	耀
老	0	老	0	老
考	0	考	0	考
耄	0	耄	0	耄
者	0	者	0	者
耆	0	耆	0	耆
耇	0	耇	0	耇
耈	1	耇	1	耇
耉	1	耇	1	耇
耊	1	耋	1	耋
耋	0	耋	0	耋
而	0	而	0	而
耍	0	耍	0	耍
耎	2	需&耎	2	需&耎
耏	2	耐&耏	0	耏
耐	0	耐	0	耐
耑	0	耑	0	耑
耒	0	耒	0	耒
耓	0	耓	0	耓
耔	0	耔	0	耔
耕	0	耕	0	耕
耖	0	耖	0	耖
耗	0	耗	0	耗
耘	0	耘	0	耘
耙	0	耙	0	耙
耚	0	耚	0	耚
耛	2	耛&枱	2	耛&枱
耜	0	耜	0	耜
耝	3	刞&耡	1	刞
耞	2	枷&耞	0	耞
耟	0	耟	0	耟
耠	0	耠	0	耠
耡	2	鋤&耡	2	鋤&耡
耢	1	橯	3	
耣	1	稐	1	稐
耤	0	耤	0	耤
耥	0	耥	0	耥
耦	0	耦	0	耦
耧	1	耬	3	
耨	0	耨	0	耨
耩	0	耩	0	耩
耪	0	耪	0	耪
耫	0	耫	0	耫
耬	0	耬	0	耬
耭	0	耭	0	耭
耮	1	橯	1	橯
耯	1	穫	1	穫
耰	0	耰	0	耰
耱	0	耱	0	耱
耲	0	耲	0	耲
耳	0	耳	0	耳
耴	2	取&耴	0	耴
耵	0	耵	0	耵
耶	2	爺&耶&邪	0	耶
耷	0	耷	0	耷
耸	1	聳	1	聳
耹	0	耹	0	耹
耺	0	耺	0	耺
耻	1	恥	1	恥
耼	1	聃	1	聃
耽	0	耽	0	耽
耾	0	耾	0	耾
耿	0	耿	0	耿
聀	1	職	1	職
聁	1	盼	3	
聂	1	聶	1	聶
聃	0	聃	0	聃
聄	0	聄	0	聄
聅	0	聅	0	聅
聆	0	聆	0	聆
聇	0	聇	0	聇
聈	0	聈	0	聈
聉	0	聉	0	聉
聊	0	聊	0	聊
聋	1	聾	1	聾
职	1	職	3	
聍	1	聹	1	聹
聎	0	聎	0	聎
聏	2	恧&聏	2	恧&聏
聐	0	聐	0	聐
聑	0	聑	0	聑
聒	0	聒	0	聒
聓	1	婿	3	
联	1	聯	1	聯
聕	0	聕	0	聕
聖	0	聖	0	聖
聗	2	聗&𦖩	2	聗&𦖩
聘	0	聘	0	聘
聙	0	聙	0	聙
聚	0	聚	0	聚
聛	0	聛	0	聛
聜	2	聜&䏄	0	聜
聝	2	聝&馘	0	聝
聞	0	聞	0	聞
聟	3	壻&婿	1	婿
聠	0	聠	0	聠
聡	1	聰	1	聰
聣	1	睨	3	
聤	0	聤	0	聤
聥	0	聥	0	聥
聦	1	聰	1	聰
聧	0	聧	0	聧
聨	1	聯	1	聯
聩	1	聵	1	聵
聪	1	聰	1	聰
聫	1	聯	1	聯
聬	0	聬	0	聬
聭	2	聭&媿	1	媿
聮	3	䏈&聯	1	聯
聯	0	聯	0	聯
聰	0	聰	0	聰
聱	0	聱	0	聱
聲	0	聲	0	聲
聳	0	聳	0	聳
聴	1	聽	1	聽
聵	0	聵	0	聵
聶	0	聶	0	聶
職	0	職	0	職
聸	0	聸	0	聸
聹	0	聹	0	聹
聺	0	聺	0	聺
聻	0	聻	0	聻
聼	1	聽	1	聽
聽	0	聽	0	聽
聾	0	聾	0	聾
聿	0	聿	0	聿
肁	1	肇	1	肇
肂	0	肂	0	肂
肃	1	肅	1	肅
肄	0	肄	0	肄
肅	0	肅	0	肅
肆	2	四&肆	0	肆
肇	0	肇	0	肇
肈	1	肇	1	肇
肉	0	肉	0	肉
肊	1	臆	1	臆
肋	0	肋	0	肋
肌	0	肌	0	肌
肍	0	肍	0	肍
肎	2	肎&肯	1	肯
肏	0	肏	0	肏
肐	2	胳&肐	0	肐
肑	2	𥭖&肑	2	𥭖&肑
肒	0	肒	0	肒
肓	0	肓	0	肓
肔	1	胣	1	胣
肕	0	肕	0	肕
肖	0	肖	0	肖
肗	0	肗	0	肗
肘	0	肘	0	肘
肙	0	肙	0	肙
肚	0	肚	0	肚
肛	0	肛	0	肛
肜	0	肜	0	肜
肝	0	肝	0	肝
肞	2	𦡫&肞	0	肞
肟	0	肟	0	肟
肠	1	腸	1	腸
股	0	股	0	股
肢	0	肢	0	肢
肣	0	肣	0	肣
肤	1	膚	1	膚
肥	0	肥	0	肥
肦	1	頒	1	頒
肧	1	胚	1	胚
肨	0	肨	0	肨
肩	0	肩	0	肩
肪	0	肪	0	肪
肫	0	肫	0	肫
肬	1	疣	1	疣
肭	0	肭	0	肭
肮	2	骯&亢&肮	1	骯
肯	0	肯	0	肯
肰	2	然&肰	0	肰
肱	0	肱	0	肱
育	0	育	0	育
肳	2	吻&肳	1	吻
肴	0	肴	0	肴
肵	0	肵	0	肵
肶	1	膍	1	膍
肷	1	服	1	服
肸	0	肸	0	肸
肹	2	肹&肸	1	肸
肺	0	肺	0	肺
肻	1	肯	3	
肾	1	腎	1	腎
肿	1	腫	1	腫
胀	1	脹	1	脹
胁	1	脅	1	脅
胂	0	胂	0	胂
胃	0	胃	0	胃
胄	2	冑&胄	0	胄
胅	0	胅	0	胅
胆	2	膽&膻&胆	1	膽
胇	2	肺&胇	2	肺&胇
胈	0	胈	0	胈
胉	0	胉	0	胉
胊	0	胊	0	胊
胋	0	胋	0	胋
背	0	背	0	背
胍	0	胍	0	胍
胎	0	胎	0	胎
胏	0	胏	0	胏
胐	0	胐	0	胐
胑	2	肢&胑	0	胑
胒	2	膩&胒	2	膩&胒
胓	0	胓	0	胓
胔	2	瘠&胔&骴	0	胔
胕	2	腑&膚&胕	0	胕
胖	2	胖&䏺	0	胖
胗	2	疹&胗	0	胗
胘	0	胘	0	胘
胙	0	胙	0	胙
胚	0	胚	0	胚
胛	0	胛	0	胛
胜	2	勝&胜	0	胜
胝	2	胝&胵	0	胝
胞	0	胞	0	胞
胟	3	拇&脢	1	拇
胠	0	胠	0	胠
胡	2	胡&鬍&衚	2	胡&鬍
胢	1	䯊	1	䯊
胣	0	胣	0	胣
胤	0	胤	0	胤
胥	0	胥	0	胥
胦	0	胦	0	胦
胧	1	朧	1	朧
胨	1	腖	3	
胪	1	臚	1	臚
胫	1	脛	1	脛
胭	0	胭	0	胭
胮	0	胮	0	胮
胯	0	胯	0	胯
胰	0	胰	0	胰
胱	0	胱	0	胱
胲	0	胲	0	胲
胳	0	胳	0	胳
胴	0	胴	0	胴
胵	2	胵&𦟔	2	胵&𦟔
胶	2	膠&胶	0	胶
胷	1	胸	1	胸
胸	0	胸	0	胸
胹	0	胹	0	胹
胺	0	胺	0	胺
胻	0	胻	0	胻
胼	0	胼	0	胼
能	0	能	0	能
胾	0	胾	0	胾
胿	0	胿	0	胿
脀	0	脀	0	脀
脁	0	脁	0	脁
脂	0	脂	0	脂
脃	1	脆	1	脆
脄	2	脄&脢	1	脢
脅	0	脅	0	脅
脆	0	脆	0	脆
脇	1	脅	1	脅
脈	0	脈	0	脈
脉	1	脈	1	脈
脊	0	脊	0	脊
脋	1	脅	3	
脍	1	膾	1	膾
脏	3	臟&髒	3	臟&髒
脐	1	臍	1	臍
脑	1	腦	1	腦
脓	1	膿	1	膿
脔	3	跡&臠	1	臠
脕	0	脕	0	脕
脖	0	脖	0	脖
脗	3	䐇&吻	1	吻
脘	0	脘	0	脘
脙	0	脙	0	脙
脚	1	腳	1	腳
脛	0	脛	0	脛
脜	2	柔&脂&脜	2	柔&脂&脜
脝	0	脝	0	脝
脞	0	脞	0	脞
脟	2	脟&臠	0	脟
脠	0	脠	0	脠
脡	0	脡	0	脡
脢	0	脢	0	脢
脣	0	脣	0	脣
脤	2	脣&脤	0	脤
脥	2	頰&脥	0	脥
脦	0	脦	0	脦
脧	0	脧	0	脧
脨	3	膌&𦠁	3	膌&𦠁
脩	2	修&脩	0	脩
脪	0	脪	0	脪
脫	0	脫	0	脫
脬	0	脬	0	脬
脭	0	脭	0	脭
脮	0	脮	0	脮
脯	0	脯	0	脯
脰	0	脰	0	脰
脱	1	脫	1	脫
脳	1	腦	1	腦
脴	1	痞	1	痞
脶	1	腡	1	腡
脸	1	臉	1	臉
脹	0	脹	0	脹
脺	2	脆&脺	2	脆&脺
脻	0	脻	0	脻
脼	0	脼	0	脼
脽	0	脽	0	脽
脾	0	脾	0	脾
脿	1	臕	1	臕
腀	0	腀	0	腀
腁	1	胼	1	胼
腂	0	腂	0	腂
腃	2	睠&腃	0	腃
腄	0	腄	0	腄
腅	0	腅	0	腅
腆	0	腆	0	腆
腇	2	腇&餧&脮	2	腇&餧&脮
腈	0	腈	0	腈
腉	0	腉	0	腉
腊	2	臘&腊	2	臘&腊
腋	0	腋	0	腋
腌	2	醃&腌	2	醃&腌
腍	0	腍	0	腍
腎	0	腎	0	腎
腏	0	腏	0	腏
腐	0	腐	0	腐
腑	0	腑	0	腑
腒	0	腒	0	腒
腓	2	痱&腓	2	痱&腓
腔	0	腔	0	腔
腕	0	腕	0	腕
腖	0	腖	3	
腗	1	脾	3	
腘	1	膕	1	膕
腛	0	腛	0	腛
腜	0	腜	0	腜
腝	2	胹&臡&腝	2	胹&臡&腝
腞	2	腞&腯	2	腞&腯
腟	2	胵&腟	2	胵&腟
腠	0	腠	0	腠
腡	0	腡	0	腡
腢	0	腢	0	腢
腣	0	腣	0	腣
腤	0	腤	0	腤
腥	0	腥	0	腥
腦	0	腦	0	腦
腧	0	腧	0	腧
腨	0	腨	0	腨
腩	0	腩	0	腩
腪	0	腪	0	腪
腫	0	腫	0	腫
腬	0	腬	0	腬
腭	1	齶	1	齶
腮	0	腮	0	腮
腯	0	腯	0	腯
腰	0	腰	0	腰
腱	2	腱&𥴤	0	腱
腲	0	腲	0	腲
腳	0	腳	0	腳
腴	0	腴	0	腴
腵	2	腶&腵	2	腶&腵
腶	0	腶	0	腶
腷	0	腷	0	腷
腸	0	腸	0	腸
腹	0	腹	0	腹
腺	0	腺	0	腺
腻	1	膩	1	膩
腼	1	靦	3	
腽	1	膃	1	膃
腾	1	騰	1	騰
腿	0	腿	0	腿
膀	0	膀	0	膀
膁	0	膁	0	膁
膂	2	呂&膂	0	膂
膃	0	膃	0	膃
膄	1	瘦	1	瘦
膅	0	膅	0	膅
膆	2	嗉&膆	2	嗉&膆
膇	0	膇	0	膇
膈	0	膈	0	膈
膉	0	膉	0	膉
膊	0	膊	0	膊
膋	2	膋&膫	0	膋
膌	2	瘠&膌	0	膌
膍	0	膍	0	膍
膎	0	膎	0	膎
膏	0	膏	0	膏
膐	1	膂	1	膂
膑	1	臏	1	臏
膒	0	膒	0	膒
膓	1	腸	1	腸
膔	0	膔	0	膔
膕	0	膕	0	膕
膖	2	胮&䏺&膖	0	膖
膗	0	膗	0	膗
膘	0	膘	0	膘
膙	0	膙	0	膙
膚	0	膚	0	膚
膛	0	膛	0	膛
膜	0	膜	0	膜
膝	0	膝	0	膝
膞	0	膞	0	膞
膟	0	膟	0	膟
膠	0	膠	0	膠
膡	0	膡	0	膡
膢	0	膢	0	膢
膣	0	膣	0	膣
膦	0	膦	0	膦
膧	0	膧	0	膧
膨	0	膨	0	膨
膩	0	膩	0	膩
膪	1	䐱	1	䐱
膫	0	膫	0	膫
膬	2	脆&膬	1	脆
膭	0	膭	0	膭
膮	0	膮	0	膮
膯	2	涒&膯&𦡪	2	涒&膯&𦡪
膰	0	膰	0	膰
膱	0	膱	0	膱
膲	0	膲	0	膲
膳	0	膳	0	膳
膴	0	膴	0	膴
膵	0	膵	0	膵
膶	0	膶	3	
膷	0	膷	0	膷
膸	0	膸	0	膸
膹	0	膹	0	膹
膺	0	膺	0	膺
膻	2	羶&膻	2	羶&膻
膼	0	膼	0	膼
膽	0	膽	0	膽
膾	0	膾	0	膾
膿	0	膿	0	膿
臀	0	臀	0	臀
臁	0	臁	0	臁
臂	0	臂	0	臂
臃	0	臃	0	臃
臄	1	𧮫	1	𧮫
臅	0	臅	0	臅
臆	0	臆	0	臆
臇	0	臇	0	臇
臈	2	臘&臈	0	臈
臉	0	臉	0	臉
臊	0	臊	0	臊
臋	1	臀	1	臀
臌	0	臌	0	臌
臍	0	臍	0	臍
臎	0	臎	0	臎
臏	2	臏&髕	0	臏
臐	0	臐	0	臐
臑	0	臑	0	臑
臒	0	臒	0	臒
臓	1	臟	1	臟
臔	0	臔	0	臔
臕	2	膘&臕	0	臕
臖	0	臖	0	臖
臗	2	臗&髖	0	臗
臘	0	臘	0	臘
臙	2	胭&臙	1	胭
臚	0	臚	0	臚
臛	2	臛&𦞦	2	臛&𦞦
臜	1	臢	1	臢
臝	2	臝&裸	2	臝&裸
臞	0	臞	0	臞
臟	0	臟	0	臟
臠	0	臠	0	臠
臡	0	臡	0	臡
臢	0	臢	0	臢
臣	0	臣	0	臣
臤	2	賢&臤	2	賢&臤
臥	0	臥	0	臥
臦	0	臦	0	臦
臧	0	臧	0	臧
臨	0	臨	0	臨
臩	0	臩	0	臩
自	0	自	0	自
臫	2	𥃧&臫	0	臫
臬	2	臬&洎	0	臬
臭	0	臭	0	臭
臮	2	暨&臮	0	臮
臯	1	皋	1	皋
臰	1	臭	1	臭
臱	0	臱	0	臱
臲	0	臲	0	臲
至	0	至	0	至
致	2	緻&致	0	致
臵	1	𢓜	1	𢓜
臶	0	臶	0	臶
臷	2	耋&臷	2	耋&臷
臸	0	臸	0	臸
臹	2	修&臹	2	修&臹
臺	0	臺	0	臺
臻	0	臻	0	臻
臼	0	臼	0	臼
臽	0	臽	0	臽
臾	0	臾	0	臾
臿	0	臿	0	臿
舀	0	舀	0	舀
舁	0	舁	0	舁
舂	0	舂	0	舂
舃	1	舄	1	舄
舄	0	舄	0	舄
舅	0	舅	0	舅
舆	1	輿	1	輿
與	0	與	0	與
興	0	興	0	興
舉	0	舉	0	舉
舊	0	舊	0	舊
舋	2	釁&舋	2	釁&舋
舌	2	舌&𠯑	2	舌&𠯑
舍	2	捨&舍	2	捨&舍
舎	1	舍	1	舍
舏	0	舏	0	舏
舐	0	舐	0	舐
舑	2	舑&䑙	0	舑
舒	0	舒	0	舒
舓	1	舐	1	舐
舔	0	舔	0	舔
舕	0	舕	0	舕
舖	2	舖&鋪	1	鋪
舗	1	舖	3	
舘	1	館	1	館
舙	2	話&舙	2	話&舙
舚	2	䑙&舚	0	舚
舛	0	舛	0	舛
舜	0	舜	0	舜
舝	2	轄&舝	0	舝
舞	0	舞	0	舞
舟	0	舟	0	舟
舠	0	舠	0	舠
舡	2	船&舡	2	船&舡
舢	0	舢	0	舢
舣	1	艤	3	
舤	3	帆&舧&𦨲	3	舧&𦨲
舥	0	舥	0	舥
舦	0	舦	0	舦
舧	2	舧&𦨲	1	𦨲
舨	0	舨	0	舨
舩	1	船	1	船
航	0	航	0	航
舫	0	舫	0	舫
般	0	般	0	般
舭	0	舭	0	舭
舯	0	舯	0	舯
舰	1	艦	3	
舱	1	艙	3	
舲	0	舲	0	舲
舳	0	舳	0	舳
舴	0	舴	0	舴
舵	0	舵	0	舵
舶	0	舶	0	舶
舷	0	舷	0	舷
舸	0	舸	0	舸
船	0	船	0	船
舺	0	舺	0	舺
舻	1	艫	1	艫
舼	0	舼	0	舼
舽	0	舽	0	舽
舿	0	舿	0	舿
艀	0	艀	0	艀
艁	2	艁&造	1	造
艂	2	舽&艂	2	舽&艂
艃	0	艃	0	艃
艄	0	艄	0	艄
艅	0	艅	0	艅
艆	0	艆	0	艆
艇	0	艇	0	艇
艈	1	毓	3	
艉	0	艉	0	艉
艊	1	舶	1	舶
艋	0	艋	0	艋
艌	0	艌	0	艌
艎	0	艎	0	艎
艏	0	艏	0	艏
艐	0	艐	0	艐
艑	0	艑	0	艑
艒	0	艒	0	艒
艓	0	艓	0	艓
艕	0	艕	0	艕
艖	0	艖	0	艖
艗	0	艗	0	艗
艘	2	艘&㮴	0	艘
艙	0	艙	0	艙
艚	0	艚	0	艚
艛	0	艛	0	艛
艜	0	艜	0	艜
艞	2	䑬&艞	2	䑬&艞
艟	0	艟	0	艟
艠	1	筏	3	
艡	0	艡	0	艡
艢	1	檣	1	檣
艣	0	艣	0	艣
艤	2	檥&艤	0	艤
艥	1	楫	1	楫
艦	0	艦	0	艦
艧	2	雘&艧	2	雘&艧
艨	0	艨	0	艨
艩	0	艩	0	艩
艪	1	艣	1	艣
艫	0	艫	0	艫
艬	0	艬	0	艬
艭	0	艭	0	艭
艮	2	民&艮&銀	0	艮
良	0	良	0	良
艰	1	艱	1	艱
艱	0	艱	0	艱
色	0	色	0	色
艳	1	豔	1	豔
艴	0	艴	0	艴
艵	0	艵	0	艵
艶	1	豔	1	豔
艷	2	艷&豔	1	豔
艸	2	竹&草&艸	2	竹&草&艸
艺	1	藝	1	藝
艻	2	棘&扐&艻	2	棘&扐&艻
艼	0	艼	0	艼
艽	0	艽	0	艽
艾	2	刈&艾	0	艾
艿	0	艿	0	艿
芀	2	芀&艻	0	芀
芁	1	𦫶	1	𦫶
节	1	節	1	節
芃	0	芃	0	芃
芄	0	芄	0	芄
芅	0	芅	0	芅
芆	2	艾&芆	2	艾&芆
芇	0	芇	0	芇
芈	1	羋	3	
芉	2	稈&羊&羋&芉	2	稈&羊&羋&芉
芊	0	芊	0	芊
芋	0	芋	0	芋
芌	1	芋	1	芋
芍	0	芍	0	芍
芎	0	芎	0	芎
芏	0	芏	0	芏
芐	0	芐	0	芐
芑	0	芑	0	芑
芒	0	芒	0	芒
芓	0	芓	0	芓
芔	2	世&卉&芔	2	世&卉&芔
芕	3	芍&荽	3	芍&荽
芖	2	艾&芖	0	芖
芗	1	薌	1	薌
芘	2	比&芘	0	芘
芙	0	芙	0	芙
芚	0	芚	0	芚
芛	0	芛	0	芛
芜	2	蕪&芜	1	蕪
芝	0	芝	0	芝
芞	0	芞	0	芞
芟	0	芟	0	芟
芠	0	芠	0	芠
芡	0	芡	0	芡
芢	0	芢	0	芢
芣	0	芣	0	芣
芤	0	芤	0	芤
芥	0	芥	0	芥
芦	3	蘆&芐	1	蘆
芧	2	苧&茅&芧	2	苧&茅&芧
芨	0	芨	0	芨
芩	2	芩&荶	2	芩&荶
芪	0	芪	0	芪
芫	0	芫	0	芫
芬	0	芬	0	芬
芭	0	芭	0	芭
芮	0	芮	0	芮
芯	0	芯	0	芯
芰	0	芰	0	芰
花	2	花&華	0	花
芲	3	花&蒼	1	花
芳	0	芳	0	芳
芴	0	芴	0	芴
芵	0	芵	0	芵
芶	2	苟&芶	1	苟
芷	0	芷	0	芷
芸	2	藝&芸&蕓	2	芸&蕓
芹	0	芹	0	芹
芺	0	芺	0	芺
芻	0	芻	0	芻
芼	0	芼	0	芼
芽	0	芽	0	芽
芾	0	芾	0	芾
芿	0	芿	0	芿
苀	0	苀	0	苀
苁	3	從&蓯	1	從
苂	2	㶣&苂	1	㶣
苃	0	苃	0	苃
苄	0	苄	0	苄
苇	1	葦	1	葦
苈	1	藶	1	藶
苉	0	苉	0	苉
苊	0	苊	0	苊
苋	1	莧	1	莧
苌	1	萇	3	
苍	1	蒼	1	蒼
苎	1	薴	3	
苏	3	囌&蘇	3	囌&蘇
苐	3	第&荑&𦯔	3	第&荑&𦯔
苑	0	苑	0	苑
苒	0	苒	0	苒
苓	0	苓	0	苓
苔	0	苔	0	苔
苕	0	苕	0	苕
苖	2	苗&苖	2	苗&苖
苗	0	苗	0	苗
苘	2	檾&苘	2	檾&苘
苙	0	苙	0	苙
苚	0	苚	0	苚
苛	0	苛	0	苛
苜	0	苜	0	苜
苝	0	苝	0	苝
苞	0	苞	0	苞
苟	0	苟	0	苟
苠	0	苠	0	苠
苡	0	苡	0	苡
苢	1	苡	1	苡
苣	0	苣	0	苣
苤	2	芣&苤	0	苤
若	0	若	0	若
苦	0	苦	0	苦
苧	2	苧&薴	0	苧
苨	0	苨	0	苨
苩	2	葩&苩	2	葩&苩
苪	0	苪	0	苪
苫	0	苫	0	苫
苬	0	苬	0	苬
苭	0	苭	0	苭
苮	0	苮	0	苮
苯	0	苯	0	苯
苰	0	苰	0	苰
英	0	英	0	英
苲	0	苲	0	苲
苳	0	苳	0	苳
苴	0	苴	0	苴
苵	0	苵	0	苵
苶	0	苶	0	苶
苷	0	苷	0	苷
苸	0	苸	0	苸
苹	2	萍&蘋&苹	1	蘋
苺	0	苺	0	苺
苻	2	符&苻	2	符&苻
苼	2	蕤&苼	2	蕤&苼
苽	2	苽&菰&𦬔	3	菰&𦬔
苾	2	苾&蔤	2	苾&蔤
苿	1	菋	1	菋
茀	0	茀	0	茀
茁	0	茁	0	茁
茂	0	茂	0	茂
范	2	範&范	2	範&范
茄	0	茄	0	茄
茅	0	茅	0	茅
茆	2	茅&茆	0	茆
茇	0	茇	0	茇
茈	0	茈	0	茈
茉	0	茉	0	茉
茊	1	茲	1	茲
茋	3	菧&𦰘	1	𦰘
茌	0	茌	0	茌
茍	2	苟&茍	2	苟&茍
茎	1	莖	1	莖
